strategy,sector,sector_criteria,direction_mix,total_trades,win_rate,win_rate_ci_low,win_rate_ci_high,statistically_random,profit_factor,expected_value,win_loss_ratio,avg_win_pct,avg_loss_pct,max_drawdown_pct,total_roi_pct,sharpe_ratio,sharpe_daily,sortino_ratio,deflated_sharpe,psr,psr_note,tiered_min_trades,meets_tiered_min,pct_trades_near_event,pct_trades_near_fomc,pct_trades_near_cpi,pct_trades_near_nfp,win_rate_near_event,win_rate_far_from_event,win_rate_event_delta,event_wr_note,adf_statistic,adf_p_value,is_stationary,adf_note,chow_f_statistic,chow_p_value,has_structural_break,chow_note,sharpe_at_0bps,sharpe_at_5bps,sharpe_at_10bps,sharpe_at_20bps,avg_aep_pct,n_aep_eligible,poor_exit_timing,aep_note,calmar_ratio,kelly,avg_hold_days,best_trade_pct,worst_trade_pct,smart_money_lift,macro_correlation,regimes_profitable,regime_verdicts,best_regimes,passes_all,audit_flags,category,regime_bear_correction_2022,regime_rate_rising_2022_2023,regime_strong_bull_2023,regime_rate_falling_2024,regime_ai_sector_bull_2024,regime_tariff_shock_2025,regime_ai_divergence_2025_2026,regime_covid_crisis_2020,spy_benchmark_return,vs_benchmark,beats_benchmark
pivot_s2_bounce,Unknown,medium_volatility,2L/0S,2,0.0,0.0,0.6576,True,0.0,-11.54,0.0,0.0,-11.54,-12.7763,-23.0799,-32.334,-137.444,-32.334,,,insufficient_sample,150,False,0.0,0.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-32.334,-32.474,-32.615,-32.895,,0,False,no_winning_trades_with_mfe,-21.678,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",10.5,-10.3036,-12.7763,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_0.0pct_may_be_random'],pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
supertrend_macd,Consumer Discretionary,medium_volatility,3L/0S,3,0.0,0.0,0.5615,True,0.0,-6.284,0.0,0.0,-6.284,-15.376,-18.8521,-4.057,-23.457,-4.057,,,insufficient_sample,300,False,33.33,33.33,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-4.057,-4.089,-4.121,-4.186,,0,False,no_winning_trades_with_mfe,-1.545,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",66.7,-2.8364,-8.4016,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_0.0pct_may_be_random'],trend,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
ichimoku_cloud_breakout,Unknown,medium_volatility,5L/0S,5,0.0,0.0,0.4345,True,0.0,-6.6112,0.0,0.0,-6.6112,-21.2398,-33.0558,-4.225,-4.675,-4.225,,,insufficient_sample,300,False,80.0,0.0,20.0,60.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-4.225,-4.256,-4.288,-4.352,,0,False,no_winning_trades_with_mfe,-3.268,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",24.0,-0.3216,-10.3314,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_0.0pct_may_be_random'],trend,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
pivot_s2_bounce,Materials,medium_volatility,1L/0S,1,1.0,0.2065,1.0,True,inf,8.7443,999.0,8.7443,0.0,0.0,8.7443,,0.0,999.0,,,insufficient_sample,150,False,100.0,0.0,100.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,0.6073,1,True,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",29.0,8.7443,8.7443,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_20.6pct_may_be_random']",pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
macd_crossover,Consumer Staples,low_volatility,1L/0S,1,1.0,0.2065,1.0,True,inf,9.4695,999.0,9.4695,0.0,0.0,9.4695,,0.0,999.0,,,insufficient_sample,300,False,100.0,0.0,100.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,0.6279,1,True,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",94.0,9.4695,9.4695,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_20.6pct_may_be_random']",momentum,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
camarilla_s3_bounce,Information Technology,high_volatility,1L/0S,1,1.0,0.2065,1.0,True,inf,9.4806,999.0,9.4806,0.0,0.0,9.4806,,0.0,999.0,,,insufficient_sample,150,False,100.0,0.0,100.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,0.6203,1,True,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",190.0,9.4806,9.4806,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_20.6pct_may_be_random']",pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
ultimate_oscillator,Industrials,medium_volatility,4L/0S,4,0.5,0.15,0.85,True,5.7553,15.4117,5.7553,37.3052,-6.4819,-12.6359,61.6468,0.622,11.694,4.17,,,insufficient_sample,300,False,50.0,0.0,25.0,25.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,0.622,0.62,0.618,0.614,0.4404,2,False,ok,1.65,"{'full_kelly_pct': 41.31, 'quarter_kelly_pct': 10.33, 'note': 'tier_may_be_undersizing'}",186.2,53.9961,-9.5214,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_5.76_exceeds_audit_threshold', 'ci_lower_15.0pct_may_be_random']",momentum,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
bollinger_tight,Consumer Discretionary,medium_volatility,109L/0S,109,0.4587,0.3682,0.5521,True,1.7822,3.2166,2.103,15.9767,-7.5971,-57.3239,350.6052,0.445,3.376,2.573,0.256,1.0,ok,300,False,55.05,14.68,30.28,10.09,0.4333,0.4898,-0.0565,ok,-1.1009,0.7147,False,non_stationary_edge_may_erode,15.634,0.0,True,structural_break_detected,0.445,0.438,0.431,0.418,0.5963,50,True,ok,0.349,"{'full_kelly_pct': 20.13, 'quarter_kelly_pct': 5.03, 'note': 'reasonable'}",40.6,121.0957,-11.2024,,-0.1859,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_1.78_exceeds_audit_threshold', 'ci_lower_36.8pct_may_be_random']",mean_reversion,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
bollinger_lower,Consumer Discretionary,medium_volatility,152L/0S,152,0.4013,0.3268,0.4807,True,1.0465,0.24,1.5611,13.469,-8.6278,-94.0657,36.4832,0.031,0.236,0.056,0.031,0.6506,low_confidence,300,False,61.18,20.39,22.37,18.42,0.4086,0.3898,0.0188,ok,-2.931,0.0419,True,ok,7.6686,0.0007,True,structural_break_detected,0.031,0.024,0.018,0.005,0.5748,61,True,ok,0.011,"{'full_kelly_pct': 1.78, 'quarter_kelly_pct': 0.45, 'note': 'tiny_edge'}",57.3,75.1972,-74.7994,,-0.0486,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_32.7pct_may_be_random'],mean_reversion,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
supertrend_macd,Financials,medium_volatility,5L/0S,5,0.4,0.1176,0.7693,True,2.2702,7.7159,3.4053,34.4758,-10.1241,-19.5058,38.5795,0.755,4.584,67.751,,,insufficient_sample,300,False,60.0,0.0,60.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,0.755,0.75,0.746,0.736,0.3755,2,False,ok,2.266,"{'full_kelly_pct': 22.38, 'quarter_kelly_pct': 5.6, 'note': 'reasonable'}",44.0,35.7247,-10.2834,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_2.27_exceeds_audit_threshold', 'ci_lower_11.8pct_may_be_random']",trend,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
ichimoku_cloud_breakout,Health Care,high_volatility,5L/0S,5,0.4,0.1176,0.7693,True,1.1853,0.8007,1.7779,12.8067,-7.2033,-9.1736,4.0036,0.133,0.789,0.711,,,insufficient_sample,300,False,40.0,0.0,20.0,20.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,0.133,0.125,0.117,0.1,0.6454,2,True,ok,0.431,"{'full_kelly_pct': 6.25, 'quarter_kelly_pct': 1.56, 'note': 'reasonable'}",51.0,23.2501,-10.0063,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_11.8pct_may_be_random'],trend,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
williams_r_oversold,Consumer Staples,low_volatility,13L/0S,13,0.3846,0.1771,0.6448,True,1.081,0.3613,1.7296,12.5368,-7.2483,-36.3514,4.6972,0.078,0.52,0.314,,,insufficient_sample,300,False,76.92,38.46,15.38,23.08,0.5,0.0,0.5,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,0.078,0.067,0.056,0.035,0.661,5,True,ok,0.085,"{'full_kelly_pct': 2.88, 'quarter_kelly_pct': 0.72, 'note': 'reasonable'}",29.5,38.7647,-10.4345,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_17.7pct_may_be_random'],momentum,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
stochrsi_oversold,Unknown,medium_volatility,24L/0S,24,0.375,0.2116,0.5729,True,1.7257,2.4355,2.8761,15.4446,-5.37,-48.2698,58.4515,0.357,2.045,1.757,,,insufficient_sample,300,False,70.83,12.5,50.0,8.33,0.2941,0.5714,-0.2773,ok,-1.469,0.5488,False,non_stationary_edge_may_erode,63.2695,0.0,True,structural_break_detected,0.357,0.35,0.343,0.328,0.6159,9,True,ok,0.296,"{'full_kelly_pct': 15.77, 'quarter_kelly_pct': 3.94, 'note': 'reasonable'}",43.0,67.3819,-11.1649,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_1.73_exceeds_audit_threshold', 'ci_lower_21.2pct_may_be_random']",momentum,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
pivot_r2_continuation,Energy,high_volatility,16L/1S,17,0.3529,0.1731,0.587,True,1.4454,2.1765,2.65,20.0108,-7.5513,-42.2009,37.0,0.206,2.187,1.26,,,insufficient_sample,150,False,64.71,11.76,35.29,17.65,0.3636,0.3333,0.0303,ok,,,,insufficient_sample,,,,insufficient_sample,0.206,0.201,0.196,0.187,0.6353,6,True,ok,0.212,"{'full_kelly_pct': 10.88, 'quarter_kelly_pct': 2.72, 'note': 'reasonable'}",61.2,78.7025,-10.7789,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_17.3pct_may_be_random'],pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
pivot_s3_capitulation,Industrials,medium_volatility,3L/0S,3,0.3333,0.0615,0.7923,True,0.1181,-4.8536,0.2361,1.949,-8.2549,-5.8091,-14.5608,-1.737,-3.246,-3.204,,,insufficient_sample,150,False,33.33,0.0,33.33,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-1.737,-1.755,-1.773,-1.809,0.8967,1,True,ok,-4.356,"{'full_kelly_pct': -249.03, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",48.3,1.949,-10.7008,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_6.2pct_may_be_random'],pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
pivot_r1_breakout,Consumer Staples,low_volatility,91L/8S,99,0.3232,0.2392,0.4205,True,1.1838,0.8862,2.4786,17.6592,-7.1247,-75.0392,87.7387,0.108,1.451,0.538,0.1064,0.9029,moderate,150,False,48.48,11.11,24.24,13.13,0.2917,0.3529,-0.0613,ok,-2.1097,0.2406,False,non_stationary_edge_may_erode,6.1141,0.0032,True,structural_break_detected,0.108,0.102,0.096,0.084,0.5742,32,True,ok,0.055,"{'full_kelly_pct': 5.02, 'quarter_kelly_pct': 1.25, 'note': 'reasonable'}",53.8,101.1703,-14.6596,,0.0957,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_23.9pct_may_be_random'],pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
cpr_narrow_bullish,Health Care,high_volatility,24L/2S,26,0.3077,0.165,0.4999,True,0.9229,-0.4194,2.0764,16.3075,-7.8536,-46.6614,-10.9056,-0.048,-0.401,-0.202,,,insufficient_sample,150,False,50.0,3.85,34.62,11.54,0.1538,0.4615,-0.3077,ok,-2.3223,0.1649,False,non_stationary_edge_may_erode,2.1287,0.1429,False,no_structural_break,-0.048,-0.054,-0.06,-0.071,0.4731,8,False,ok,-0.021,"{'full_kelly_pct': -2.57, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",107.5,29.4119,-15.0519,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_16.5pct_may_be_random'],pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
cmf_flip,Communication Services,high_volatility,15L/0S,15,0.2667,0.109,0.5195,True,0.9463,-0.2729,2.6023,18.0251,-6.9267,-27.1091,-4.0929,-0.05,-0.254,-0.262,,,insufficient_sample,300,False,46.67,20.0,6.67,20.0,0.2857,0.25,0.0357,ok,,,,insufficient_sample,,,,insufficient_sample,-0.05,-0.059,-0.068,-0.087,0.5928,4,True,ok,-0.072,"{'full_kelly_pct': -1.51, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",35.5,41.2404,-10.3155,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_10.9pct_may_be_random'],mean_reversion,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
hull_rsi,Information Technology,high_volatility,1L/6S,7,0.1429,0.0257,0.5131,True,0.6769,-1.0858,4.0615,15.9249,-3.9209,-21.0854,-7.6008,-0.285,-2.188,-0.606,,,insufficient_sample,300,False,85.71,28.57,42.86,14.29,0.0,1.0,-1.0,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,-0.285,-0.298,-0.311,-0.337,0.5029,1,True,ok,-0.244,"{'full_kelly_pct': -6.82, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",53.1,15.9249,-10.5063,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_2.6pct_may_be_random'],momentum,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
morning_star,Consumer Discretionary,medium_volatility,1L/0S,1,0.0,0.0,0.7935,True,0.0,-0.4336,0.0,0.0,-0.4336,0.0,-0.4336,,0.0,-3.055,,,insufficient_sample,300,False,0.0,0.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,,0,False,no_winning_trades_with_mfe,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",27.0,-0.4336,-0.4336,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_0.0pct_may_be_random'],candle,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
